27,-1,248.77,182.18,72.19,177.19,4.2806
28,-1,231.23,190.91,72.19,177.19,46.401
28,-1,108.66,181.2,78.971,193.84,35.002
28,-1,290,170,94.286,231.43,30.581
28,-1,-3.5398,292.94,46.668,114.55,28.673
28,-1,12.258,180,42.581,104.52,19.524
28,-1,266.23,228.26,86.359,211.97,7.5086
29,-1,240,199.64,72.19,177.19,44.35
29,-1,301.43,170,94.286,231.43,42.748
29,-1,-7.1429,170,94.286,231.43,38.622
29,-1,108.49,190.91,72.19,177.19,34.755
29,-1,290.15,258,78.971,193.84,13.6
30,-1,298.33,171.67,110,270,70.518
30,-1,-7.1429,170,94.286,231.43,63.552
30,-1,80,190.8,78.971,193.84,33.437
30,-1,265.5,195.5,33,81,31.821
30,-1,273.98,259.06,46.668,114.55,17.62
30,-1,35.41,196.96,86.359,211.97,2.4819
31,-1,311.67,171.67,110,270,68.634
31,-1,-7.1429,170,94.286,231.43,64.841
31,-1,80,190.8,78.971,193.84,44.854
31,-1,267,207,66,162,38.547
31,-1,27.143,170,94.286,231.43,28.619
31,-1,289.66,294.46,60.787,149.21,3.0324
31,-1,243,199,66,162,0.55308
32,-1,56.393,176.09,86.359,211.97,73.169
32,-1,4.2857,181.43,94.286,231.43,58.951
32,-1,311.67,171.67,110,270,56.475
32,-1,267,207,66,162,49.126
32,-1,240,182.18,72.19,177.19,7.1978
33,-1,56.393,186.52,86.359,211.97,83.877
33,-1,267,207,66,162,57.225
33,-1,14.426,186.52,86.359,211.97,47.244
33,-1,310.91,172.73,120,294.55,40.434
33,-1,1.9355,303.87,42.581,104.52,13.846
34,-1,295.7,275.05,39.152,96.1,61.77
34,-1,45.902,176.09,86.359,211.97,50.436
34,-1,281.5,195.5,33,81,27.515
34,-1,4.2857,170,94.286,231.43,19.49
34,-1,310.91,172.73,120,294.55,19.404
35,-1,300.44,270.3,39.152,96.1,50.273
35,-1,27.143,181.43,94.286,231.43,40.012
35,-1,289.5,191.5,33,81,30.353
35,-1,361.54,170.77,101.54,249.23,15.105
36,-1,283,207,66,162,69.168
36,-1,38.571,181.43,94.286,231.43,61.541
36,-1,351.67,171.67,110,270,36.863
37,-1,283,207,66,162,75.955
37,-1,41.538,170.77,101.54,249.23,46.51
37,-1,361.54,170.77,101.54,249.23,38.484
37,-1,420.77,325.38,50.769,124.62,27.09
38,-1,283.84,190.91,72.19,177.19,95.696
38,-1,50,181.43,94.286,231.43,53.929
38,-1,426.92,325.38,50.769,124.62,41.844
38,-1,381.64,176.09,86.359,211.97,23.462
39,-1,283.84,190.91,72.19,177.19,88.242
39,-1,53.846,170.77,101.54,249.23,46.859
39,-1,369.09,158.18,120,294.55,31.841
39,-1,22.687,181.2,78.971,193.84,16.531
40,-1,283.84,199.64,72.19,177.19,69.066
40,-1,66.154,170.77,101.54,249.23,56.357
40,-1,422.07,294.46,60.787,149.21,32.4
40,-1,13.134,181.2,78.971,193.84,21.793
41,-1,292.6,199.64,72.19,177.19,68.65
41,-1,72.857,181.43,94.286,231.43,65.549
41,-1,391.67,171.67,110,270,43.509
41,-1,22.687,190.8,78.971,193.84,40.877
42,-1,301.37,199.64,72.19,177.19,75.18
42,-1,84.286,170,94.286,231.43,63.124
42,-1,13.134,190.8,78.971,193.84,52.577
42,-1,414.33,248.4,78.971,193.84,30.755
42,-1,433.43,162,78.971,193.84,11.239
42,-1,68.966,287.08,60.787,149.21,9.5255
42,-1,327.67,199.64,72.19,177.19,2.6407
43,-1,307,207,66,162,78.279
43,-1,90.769,158.46,101.54,249.23,54.685
43,-1,3.5821,190.8,78.971,193.84,47.424
43,-1,405,171.67,110,270,31.874
43,-1,349.93,278.73,35.953,88.247,19.994
44,-1,95.714,170,94.286,231.43,83.451
44,-1,310.14,199.64,72.19,177.19,78.056
44,-1,405,171.67,110,270,51.937
44,-1,-5.9701,190.8,78.971,193.84,46.484
45,-1,107.14,181.43,94.286,231.43,95.437
45,-1,310.14,199.64,72.19,177.19,76.233
45,-1,427.27,158.18,120,294.55,58.302
45,-1,-5,183,66,162,23.405
45,-1,336.44,190.91,72.19,177.19,15.32
45,-1,66.154,170.77,101.54,249.23,14.346
46,-1,103.08,170.77,101.54,249.23,81.789
46,-1,318.9,199.64,72.19,177.19,78.616
46,-1,415.34,269.45,72.19,177.19,40.704
46,-1,441.82,172.73,120,294.55,30.937
46,-1,292.6,182.18,72.19,177.19,15.969
47,-1,318.9,199.64,72.19,177.19,77.282
47,-1,118.57,181.43,94.286,231.43,65.598
47,-1,427,287,66,162,34.715
47,-1,447.69,183.08,101.54,249.23,22.51
48,-1,130,181.43,94.286,231.43,69.783
48,-1,327.67,190.91,72.19,177.19,68.987
48,-1,429.43,294.46,60.787,149.21,17.117
48,-1,458.33,171.67,110,270,14.135
49,-1,141.43,181.43,94.286,231.43,93.877
49,-1,327.67,190.91,72.19,177.19,76.296
49,-1,470.91,172.73,120,294.55,34.398
50,-1,152.86,181.43,94.286,231.43,89.277
50,-1,336.44,190.91,72.19,177.19,71.431
50,-1,470,142,132,324,42.269
50,-1,451.54,220.77,50.769,124.62,17.091
51,-1,345.21,199.64,72.19,177.19,87.498
51,-1,164.29,181.43,94.286,231.43,83.046
51,-1,485.45,172.73,120,294.55,35.071
51,-1,460.63,208.73,55.661,136.62,32.316
52,-1,345.21,190.91,72.19,177.19,92.646
52,-1,175.71,181.43,94.286,231.43,86.981
52,-1,463.85,226.92,50.769,124.62,53.783
52,-1,485.45,172.73,120,294.55,42.033
53,-1,345.21,190.91,72.19,177.19,97.005
53,-1,175.71,181.43,94.286,231.43,86.867
53,-1,467.37,208.73,55.661,136.62,62.019
53,-1,502,142,132,324,34.225
54,-1,355,207,66,162,77.515
54,-1,474.11,208.73,55.661,136.62,72.973
54,-1,176.92,170.77,101.54,249.23,70.097
54,-1,500,172.73,120,294.55,28.267
54,-1,457.69,226.92,50.769,124.62,16.001
55,-1,196.16,234.55,72.19,177.19,91.911
55,-1,353.97,190.91,72.19,177.19,83.407
55,-1,474.11,208.73,55.661,136.62,47.074
55,-1,509.23,195.38,101.54,249.23,18.554
55,-1,237.5,187.5,33,81,6.9047
56,-1,204.93,234.55,72.19,177.19,109.02
56,-1,362.74,199.64,72.19,177.19,83.753
56,-1,487.58,215.49,55.661,136.62,41.114
56,-1,514.55,158.18,120,294.55,37.414
57,-1,213.73,219.6,78.971,193.84,95.911
57,-1,362.74,190.91,72.19,177.19,74.072
57,-1,494.32,215.49,55.661,136.62,34.975
57,-1,525,171.67,110,270,25.774
57,-1,185.07,219.6,78.971,193.84,21.574
57,-1,410.88,283.09,35.953,88.247,8.5123
57,-1,261.5,183.5,33,81,4.6394
58,-1,371.51,199.64,72.19,177.19,79.295
58,-1,210,170,94.286,231.43,54.554
58,-1,529.09,158.18,120,294.55,49.631
58,-1,501.05,215.49,55.661,136.62,41.795
58,-1,265.26,276.34,55.661,136.62,18.102
58,-1,345.21,190.91,72.19,177.19,16.709
58,-1,182.3,207.39,86.359,211.97,15.93
59,-1,379,207,66,162,83.331
59,-1,213.85,158.46,101.54,249.23,52.522
59,-1,502.99,205.85,60.787,149.21,51.839
59,-1,355,199,66,162,41.811
59,-1,538.33,185,110,270,32.562
59,-1,418.96,194.26,39.152,96.1,7.4078
60,-1,371.51,190.91,72.19,177.19,86.864
60,-1,514.53,208.73,55.661,136.62,54.579
60,-1,218.33,158.33,110,270,40.745
60,-1,389.04,217.09,72.19,177.19,27.589
60,-1,556.15,331.54,50.769,124.62,15.714
61,-1,371.51,199.64,72.19,177.19,90.282
61,-1,403,207,66,162,53.155
61,-1,510.34,198.46,60.787,149.21,51.581
61,-1,255.71,181.43,94.286,231.43,49.376
61,-1,213.85,170.77,101.54,249.23,16.127
61,-1,556.15,331.54,50.769,124.62,13.064
62,-1,379,199,66,162,83.054
62,-1,521.26,208.73,55.661,136.62,70.513
62,-1,267.14,181.43,94.286,231.43,49.952
62,-1,403,207,66,162,47.203
62,-1,359.23,239.23,50.769,124.62,6.5964
63,-1,379,199,66,162,81.542
63,-1,280.6,229.2,78.971,193.84,68.963
63,-1,521.26,208.73,55.661,136.62,57.61
63,-1,403,207,66,162,54.474
64,-1,528,208.73,55.661,136.62,81.8
64,-1,292.6,243.27,72.19,177.19,73.339
64,-1,389.04,199.64,72.19,177.19,71.799
64,-1,437.93,275.05,39.152,96.1,38.059
64,-1,325.5,187.5,33,81,23.792
65,-1,290,181.43,94.286,231.43,86.462
65,-1,534.74,208.73,55.661,136.62,81.562
65,-1,411,207,66,162,74.407
65,-1,387,207,66,162,65.281
66,-1,290,192.86,94.286,231.43,92.214
66,-1,411,207,66,162,82.284
66,-1,541.47,208.73,55.661,136.62,61.767
66,-1,387,207,66,162,50.904
66,-1,543.85,276.15,50.769,124.62,4.0828
67,-1,407.36,220.62,60.787,149.21,71.65
67,-1,300,170.77,101.54,249.23,68.76
67,-1,429.43,213.23,60.787,149.21,33.766
67,-1,547.13,213.23,60.787,149.21,32.996
68,-1,312.86,192.86,94.286,231.43,84.896
68,-1,411,207,66,162,59.282
68,-1,435,207,66,162,43.069
68,-1,547.13,205.85,60.787,149.21,40.416
69,-1,324.29,181.43,94.286,231.43,96.379
69,-1,427,207,66,162,45.892
69,-1,556.15,214.62,50.769,124.62,32.551
69,-1,403,199,66,162,21.435
69,-1,297.7,217.83,86.359,211.97,20.029
70,-1,324.29,181.43,94.286,231.43,89.748
70,-1,466.37,279.8,39.152,96.1,48.172
70,-1,422.07,213.23,60.787,149.21,38.611
70,-1,568.42,208.73,55.661,136.62,37.547
70,-1,377.93,272.31,60.787,149.21,19.965
70,-1,297.7,217.83,86.359,211.97,9.8358
71,-1,324.62,170.77,101.54,249.23,64.793
71,-1,443,215,66,162,39.041
71,-1,575.16,215.49,55.661,136.62,32.334
71,-1,411,199,66,162,18.663
