14,3,163,149,88,293,-1
14,4,261,208,58,132,-1
14,5,181,210.73,68.636,153.55,-1
15,1,506,178,109,239,-1
15,2,196.4,193.8,71.4,190.6,-1
15,3,179,149,91,291,-1
15,4,268,206,65,149,-1
15,5,186,211,68,153.5,-1
16,1,514,177,117,239,-1
16,2,189.6,193.2,70.6,193.4,-1
16,3,182,150,92,292,-1
16,4,279,205,50,139,-1
16,5,191,211.27,67.364,153.45,-1
17,1,520,176,114,247,-1
17,2,182.8,192.6,69.8,196.2,-1
17,3,200,148,93,296,-1
17,4,287,201,44,148,-1
17,5,196,211.55,66.727,153.41,-1
18,1,522,165,111,263,-1
18,2,176,192,69,199,-1
18,3,196,149,111,299,-1
18,4,293,208,49,139,-1
18,5,201,211.82,66.091,153.36,-1
19,1,534,168,103,253,-1
19,2,174,185,68,199,-1
19,3,206,157,104,287,-1
19,4,296,213,57,132,-1
19,5,206,212.09,65.454,153.32,-1
20,1,547,182,88,240,-1
20,2,165,187,62,199,-1
20,3,204,159,118,285,-1
20,4,296,205,60,137,-1
20,5,211,212.36,64.818,153.27,-1
21,1,565,176,74,247,-1
21,2,159,194,60,191,-1
21,3,215,162,122,282,-1
21,4,301,209,57,135,-1
21,5,216,212.64,64.182,153.23,-1
22,1,575,170,87,255,-1
22,2,150,188,68,200,-1
22,3,222,163,108,286,-1
22,4,307,208,61,140,-1
22,5,221,212.91,63.545,153.18,-1
23,1,582,168,81,262,-1
23,2,139,186,69,199,-1
23,3,219,164,119,282,-1
23,4,307,205,68,144,-1
23,5,226,213.18,62.909,153.14,-1
24,1,585,165,94,269,-1
24,2,131,188,75,200,-1
24,3,243,162,120,289,-1
24,4,310,205,71,142,-1
24,5,231,213.45,62.273,153.09,-1
24,7,-28,183,76,235,-1
25,2,121,191,87,189,-1
25,3,254,165,97,281,-1
25,4,321,211,55,133,-1
25,5,236,213.73,61.636,153.05,-1
25,7,-15,179,63,240,-1
26,2,113,190,79,195,-1
26,3,259,155,97,294,-1
26,4,322,208,58,136,-1
26,5,241,214,61,153,-1
26,7,-20,180,83,235,-1
27,2,109,194,88,192,-1
27,3,274,158,88,296,-1
27,4,327.57,208.13,57.739,136.26,-1
27,5,242,222,74,150,-1
27,7,-30,182,91,233,-1
28,2,99,196,96,193,-1
28,3,285,153,90,295,-1
28,4,333.13,208.26,57.478,136.52,-1
28,5,257,224,55,147,-1
28,7,-21,177,82,236,-1
29,2,88,194,93,188,-1
29,3,287,162,106,283,-1
29,4,338.7,208.39,57.217,136.78,-1
29,5,261,218,60,154,-1
29,7,-9.5,172.5,74,239.5,-1
30,2,88,188,84,193,-1
30,3,307,157,93,292,-1
30,4,344.26,208.52,56.956,137.04,-1
30,5,259,215,65,153,-1
30,7,2,168,66,243,-1
31,2,90,201,84,184,-1
31,3,319,162,95,286,-1
31,4,349.83,208.65,56.696,137.3,-1
31,5,264,208,55,162,-1
31,7,3,176,82,235,-1
32,2,84,181,81,205,-1
32,3,319,157,112,287,-1
32,4,355.39,208.78,56.435,137.57,-1
32,5,270,215,61,159,-1
32,7,1,174,93,240,-1
33,2,72,188,85,200,-1
33,3,322,162,115,283,-1
33,4,360.96,208.91,56.174,137.83,-1
33,5,277,214,52,158,-1
33,7,8,187,100,224,-1
34,2,70,181,74,196,-1
34,3,324,162,122,289,-1
34,4,366.52,209.04,55.913,138.09,-1
34,5,278,215,57,155,-1
34,7,22,181,96,227,-1
35,2,62.2,182.4,75.2,197,-1
35,3,338,154,121,295,-1
35,4,372.09,209.17,55.652,138.35,-1
35,5,288,219,54,151,-1
35,7,33,182,90,235,-1
36,2,54.4,183.8,76.4,198,-1
36,3,352,160,111,291,-1
36,4,377.65,209.3,55.391,138.61,-1
36,5,299,218,49,153,-1
36,7,31,188,103,221,-1
37,2,46.6,185.2,77.6,199,-1
37,3,361,167,106,282,-1
37,4,383.22,209.43,55.13,138.87,-1
37,5,301,222,55,153,-1
37,7,43,178,93,238,-1
38,2,38.8,186.6,78.8,200,-1
38,3,371,167,107,286,-1
38,4,388.78,209.57,54.87,139.13,-1
38,5,303,217,60,157,-1
38,7,49,182,99,230,-1
39,2,31,188,80,201,-1
39,3,385,169,91,281,-1
39,4,394.35,209.7,54.609,139.39,-1
39,5,305,213,61,155,-1
39,7,59,178,81,234,-1
40,2,21,179,86,212,-1
40,3,386,155,108,300,-1
40,4,399.91,209.83,54.348,139.65,-1
40,5,307,217,64,153,-1
40,7,59,174,92,237,-1
41,2,12,183,83,208,-1
41,3,400,158,96,296,-1
41,4,405.48,209.96,54.087,139.91,-1
41,5,314,219,63,155,-1
41,7,71,176,79,235,-1
42,2,10,181,85,207,-1
42,3,404,157,107,300,-1
42,4,411.04,210.09,53.826,140.17,-1
42,5,319,220,62,156,-1
42,7,77,177,91,239,-1
43,2,2,186,84,202,-1
43,3,426,159,97,296,-1
43,4,416.61,210.22,53.565,140.43,-1
43,5,321,214,65,157,-1
43,7,97,172,80,249,-1
44,2,-3,186,79,209,-1
44,3,430,154,98,303,-1
44,4,422.17,210.35,53.304,140.7,-1
44,5,325,214,66,158,-1
44,7,102,171,86,246,-1
45,2,-8,186,74,216,-1
45,3,436,153,110,307,-1
45,4,427.74,210.48,53.044,140.96,-1
45,5,329,217,66,153,-1
45,7,97,174,103,240,-1
46,2,-14,186,65,220,-1
46,3,439,158,126,304,-1
46,4,433.3,210.61,52.783,141.22,-1
46,5,340,219,54,148,-1
46,7,108,178,114,238,-1
47,2,-24,182,69,221,-1
47,3,449,164,119,294,-1
47,4,438.87,210.74,52.522,141.48,-1
47,5,334,211,64,159,-1
47,7,121,177,101,231,-1
47,8,312,204,63,155,-1
48,2,-28,176,76,227,-1
48,3,460,162,125,295,-1
48,4,444.43,210.87,52.261,141.74,-1
48,5,342,215,58,150,-1
48,7,127,185,100,231,-1
48,8,318,198,57,161,-1
49,3,478,164,102,291,-1
49,4,450,211,52,142,-1
49,5,345,215,60,157,-1
49,7,132,182,88,236,-1
49,8,312,193,82,171,-1
50,3,481,157,108,300,-1
50,4,450,209,56,142,-1
50,5,356,214,52,154,-1
50,7,140,183,94,235,-1
50,8,328,199,65,162,-1
51,3,494,159,100,303,-1
51,4,455,206,56,143,-1
51,5,352,209,64,165,-1
51,7,154,181,89,238,-1
51,8,328,199,69,165,-1
52,3,497,158,104,301,-1
52,4,460,209,53,139,-1
52,5,358,215,65,150,-1
52,7,165,181,81,238,-1
52,8,330,199,67,166,-1
53,3,505,150,103,307,-1
53,4,467,213,60,140,-1
53,5,365,214,65,158,-1
53,7,173,178,79,241,-1
53,8,333,195,73,169,-1
54,3,508,148,100,310,-1
54,4,473,217,61,131,-1
54,5,365,214,70,158,-1
54,7,185,176,81,249,-1
54,8,342,199,67,166,-1
55,3,514,151,105,306,-1
55,4,482,215,63,130,-1
55,5,367,217,75,151,-1
55,7,196,177,75,242,-1
55,8,349,196,63,162,-1
56,3,529,151,99,308,-1
56,4,482,209,64,144,-1
56,5,379,219,62,151,-1
56,7,201,174,88,240,-1
56,8,352,193,63,173,-1
57,3,538,150,102,310,-1
57,4,486,214,61,131,-1
57,5,382,223,59,151,-1
57,7,208,173,94,249,-1
57,8,366,193,53,172,-1
58,3,539,157,101,305,-1
58,4,491,211,65,140,-1
58,5,386,218,56,152,-1
58,7,213,182,102,239,-1
58,8,366,196,50,175,-1
59,3,553,152,113,304,-1
59,4,499,210,61,142,-1
59,5,393,218,53,152,-1
59,7,223,182,103,237,-1
59,8,371,198,53,166,-1
60,3,553,157,123,300,-1
60,4,506,215,59,134,-1
60,5,397,215,57,152,-1
60,7,231,187,107,236,-1
60,8,372,199,58,163,-1
61,3,565,160,113,308,-1
61,4,517,217,51,131,-1
61,5,402,213,57,154,-1
61,7,236,187,106,235,-1
61,8,372,199,59,169,-1
62,3,572,167,110,295,-1
62,4,514,213,59,138,-1
62,5,411,211,57,160,-1
62,7,251,185,101,242,-1
62,8,375,201,77,161,-1
63,3,575,173,97,290,-1
63,4,518,205,60,144,-1
63,5,409,214,67,160,-1
63,7,260,183,103,244,-1
63,8,377,199,69,169,-1
64,4,528,210,56,142,-1
64,5,418,215,56,152,-1
64,7,273,183,85,240,-1
64,8,378,204,69,165,-1
65,4,534,214,58,139,-1
65,5,423,214,68,158,-1
65,7,280,179,90,242,-1
65,8,383,204,73,161,-1
66,4,537,206,62,143,-1
66,5,421,217,73,154,-1
66,7,297,179,84,246,-1
66,8,383,204,73,162,-1
67,4,542,209,74,147,-1
67,5,434,214,58,158,-1
67,7,306,179,80,239,-1
67,8,391,196,66,175,-1
68,4,547,211,61,140,-1
68,5,434,220,67,151,-1
68,7,315,173,90,253,-1
68,8,403,201,63,167,-1
69,4,557,215,62,138,-1
69,5,441,217,61,155,-1
69,7,325,178,91,250,-1
69,8,399,201,70,177,-1
70,4,561,210,59,142,-1
70,5,446,217,64,155,-1
70,7,326,182,100,235,-1
70,8,403,199,65,169,-1
71,4,561,220,63,133,-1
71,5,449,219,61,153,-1
71,7,335,183,107,243,-1
71,8,416,204,58,164,-1
